timestamp	job_id	script
2026-08-16T06:30:09-04:00	43679712	HAMMER_CLEANUP_D1_TASK/Approach2/hammercleanupD1_approach2_awe.sh
2026-08-16T06:30:10-04:00	43679713	HAMMER_CLEANUP_D1_TASK/Approach2/hammercleanupD1_approach2_uvd.sh
2026-08-16T06:30:10-04:00	43679714	HAMMER_CLEANUP_D1_TASK/Approach2/hammercleanupD1_approach2_mix_bspline_bspline_greville.sh
2026-08-16T06:30:11-04:00	43679715	HAMMER_CLEANUP_D1_TASK/Approach2/hammercleanupD1_approach2_mix_gripper_heuristic_orientation_heuristic.sh
2026-08-16T06:30:12-04:00	43679716	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_awe.sh
2026-08-16T06:30:12-04:00	43679717	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_uvd.sh
2026-08-16T06:30:13-04:00	43679718	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_mix_bspline_bspline_greville.sh
2026-08-16T06:30:14-04:00	43679719	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_mix_gripper_heuristic_orientation_heuristic.sh
2026-08-16T06:30:14-04:00	43679720	COFFEE_PREPERATION_D1_TASK/Approach2/coffee_preperationD1_approach2_awe.sh
2026-08-16T06:30:15-04:00	43679721	COFFEE_PREPERATION_D1_TASK/Approach2/coffee_preperationD1_approach2_uvd.sh
2026-08-16T06:30:16-04:00	43679722	COFFEE_PREPERATION_D1_TASK/Approach2/coffee_preperationD1_approach2_mix_bspline_bspline_greville.sh
2026-08-16T06:30:16-04:00	43679723	COFFEE_PREPERATION_D1_TASK/Approach2/coffee_preperationD1_approach2_mix_gripper_heuristic_orientation_heuristic.sh
2026-08-16T17:17:35-04:00	43708792	HAMMER_CLEANUP_D1_TASK/Approach2/hammercleanupD1_approach2_mix_gripper_heuristic_orientation_heuristic.sh
2026-08-16T17:17:38-04:00	43708793	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_awe.sh
2026-08-16T17:17:41-04:00	43708794	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_uvd.sh
2026-08-16T17:17:43-04:00	43708795	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_mix_bspline_bspline_greville.sh
2026-08-16T17:17:46-04:00	43708796	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_mix_gripper_heuristic_orientation_heuristic.sh
2026-08-16T17:17:49-04:00	43708797	COFFEE_PREPERATION_D1_TASK/Approach2/coffee_preperationD1_approach2_mix_bspline_bspline_greville.sh
2026-08-16T17:17:52-04:00	43708798	COFFEE_PREPERATION_D1_TASK/Approach2/coffee_preperationD1_approach2_mix_gripper_heuristic_orientation_heuristic.sh
2026-08-16T17:52:23-04:00	43710285	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_uvd.sh
2026-08-16T17:52:26-04:00	43710286	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_mix_bspline_bspline_greville.sh
2026-08-16T17:52:29-04:00	43710287	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_mix_gripper_heuristic_orientation_heuristic.sh
2026-08-22T18:46:30-04:00	44212107	KITCHEN_D1_TASK/Approach2/kitchenD1_approach2_vlm.sh
2026-08-22T18:46:31-04:00	44212109	COFFEE_PREPERATION_D1_TASK/Approach2/coffee_preperationD1_approach2_vlm.sh
2026-08-22T18:46:34-04:00	44212110	HAMMER_CLEANUP_D1_TASK/Approach2/hammercleanupD1_approach2_vlm.sh
